text,label
Thank god dude im a normal working guy who likes to game every now and again and I wanted a good gaming and work experience and these look like the one,1
"The screen wobble on the G16 will make the victus say, quot Finally a worthy opponent quot ",1
"after 09 years use of 6 16GB , i upgraded to 15. Overall happy, unhappy with the colour codes in 15 series ",1
The most order this thing will get is from US DOD they will use this any day over BAE 500k helmet with way better visual quality,1
"It needs a finger print scanner, punch hole, 120Hz, a better PWM dimming. Apple has not understood that the competition is with other brands, not with themselves. It is something similar to Samsung with the determination to use Exynos and thick screen bezels in its A series and S23 FE. Really honest review, btw, Apple left the chat.",1
Here we go again with Marques. I was here when I was looking to get the ip12.,1
I really hope they make a Zephyrus G18 version with Intel i9 14HX,1
"The iPhone 15, the same s word we ve been introducing since the 11",1
anyone hates the power button for how it s shaped?,1
Pretty soon we will go to the feelies in brave new world.,1
The cable is definitely removable,1
"Ok, as someone with ADHD who gets distracted easily, it seems like having to look at a button to control it would be near to impossible for me XD",1
"The G14 is gorgeous, looks like the Razer Book. But I really really dont like the diagonal slash, its way too rough.",1
Dave needs to do a long term review of Asus s products. My g15 died on me in less than 2 years apparently due to a faulty motherboard design... can t trust asus again,1
"Personally, I have and use a Meta Quest 2 as my daily driver VR headset. As well as my quot virtual desktop quot option. It was expensive, but cheaper then Apple s offerings, and I ve been pretty satisfied. But I do agree that the Vision Pro s capabilities do sound pretty neat.",1
any ongoing issues with overheating on the 15 15 ?,1
"Perhaps it s my eyes, but I ve always felt the 120hz screen on my S21 ultra feels smother than my 15 pro. ",1
When iPhone 15 came.... br I m still thinking that we are only at iPhone 14.,1
"The only things i don t like with this machine are the Oled screen, and the font keyboards, they are ugly ",1
"Why am I still here, knowing I can t even afford it ",1
what s that application youre using br whether app or what is that ?? br that looks cool,1
"Just something about the AC Adapter Go have a look at Linus video about the new proprietary system, it is actually really good and USB C can t do more than 150w at 20V wich 99 of all Laptops mainboards run at.",1
Watching this on a Motorola g stylus 5G 2023. I love your face colored with a quot horrible screen quot and with a quot box of crayons quot for the smartest budget. Still wondering if iPhone is worth the extra 800 1000 dollars for a more artistic palette. An artist talking here. Looks like people just buy these year after year because they want to belong to the cult and the b wow improvements b note the sarcasm Instead of improving their bank accounts note the irony ahh I shall see you in line at the apple store my sheep. Walk slowly.,1
"The MacBook pro we always wanted! But apple never gave it to us... Thanks Asus! yeah brightness won t be a problem, coz I game at lower brightness. Lol my eyes hurts with too much light. But... They are thin, hopefully the cooling is good enough",1
 a href im pretty sure there s some option to turn them off in settings. Cutting off power in the middle of running the device can t be the only option,1
"Thankssss for the audio chart, that was what I was looking for ",1
Have they announced the release date for these new models?,1
my comment or iphone 15 which is more usless ?,1
Thank you! I always come to your channel to help me decide whether or not I should finally upgrade.,1
"I know this is not a shared opinion, amongst tech geeks, but am I the only one, that thinks this is beyond pointless? Technology like the apple vision pro, is like automotive racing, for instance Porsche Motor Racing, came up with a car that broke multiple lap records, when they were told that the company was now quot restriction free quot and made the 919 Hybrid Evo. To me, this is what Apple has now done. Made an insane feat of technological engineering, but for what purpose. No right mind, no matter income or sustained wealth, would ever really buy the product unless forced to. I have been an admirer of Apple since the very first iPhone in 2008, But this has gone way beyond anything I ve ever imagined. To pay, what, 4000 USD for a pair of googles that show you VR content, like any other lower priced goggle...",1
I got the iPhone 15 in December and it s been amazing! Dynamic Island is great battery life is fantastic and usb c is good to have. And honestly it s smoother than my old phone and that was 90 hz,1
they re just tr urning into razer. not bad but ive had bad expiriences with them over heating,1
How well does the g16 fit into the average backpack? I don t hear any reviews mentioning this in detail.,1
What s the name of Dave s watch? The specifi model and color I mean,1
"Considering that the G16 uses liquid metal instead of conventional thermal paste, does the laptop have some kind of structure that prevents the liquid metal from going where it s not supposed to when it s time to replace the liquid metal?",1
"If the 16 inch coming with that silver color and IPS LCD panel, I am getting one for sure. Cant wait.",1
"I don t see sticker, Did they remove it?",1
Asus has me switching from Razer with these new laptops.,1
"I just received the 2024 G14 with 4060. It plays everything I have thrown at it at highest levels without problems. Awesome screen with super slim bezels, comfortable RGB keyboard, thin and light.... It has exceeded my expectations. Initially, I didn t think I would like the silver with white keyboard but it s actually quite elegant.",1
Who tf even cares at this point about the texture or colour of the glass back that ll be hidden the instant you case it up. Phone manufacturers are so darn out of touch with consumers I swear. Apple s stock price decline is 100 deserved.,1
People defending Apple that 120hz is not needed and apple has upgraded processor br Well A15 is fast enough for 99 users...A16 doesn t make any difference to Casual consumer but 60 hz does,1
Lets just break this product down. It s a joke. If you think you need this thing I got a bridge to sell you.,1
I just upgraded from 10XR to IPhone 15,1
Coming from a free government phone Vortex My iPhone 15 is simply amazing. The camera is just insane! I wish you were able to pause while recording video instead of just stopping. Other than that I m very happy with my purchase.,1
"Seems like the 16 quot 4070 build only comes with 16GB RAM, that s disappointing.",1
the fact that you didn t even once mentioned gaming saddens me. so much of this tech could be used to make amazing gaming experiences but Apple has always shunned gaming and viewed it as a second class citizen,1
they look good but the pricing seems to be very steep.,1
Finally at last a well made laptop with decent speakers. Great review thanks for covering the audio.,1
I think the 2023 white G14 looks way better than the silver 2024 model,1
"I always love listening to your reviews, Marques. Honestly. I m not really into technology. You are honest, highly organized, clear, and concise and by the time your review is over I feel I know everything I need to make a decision about whether to purchase or not. If just want to find out about something you are my first go to. Thank you so much for your great reviews.",1
These all rubbish iphones are hot as hell after light use,1
It s really obvious the gen 3 version will be the offical release of this product. This version is clearly a beta model,1
Do you know that maximum supported SSD capacity the G14 is able to support?,1
Due to the pink color I will be using the 15 plus more than the pro max,1
Just the review i needed. Thanks man!,1
"Nice, but is it really necessary?",1
Can you connect with other people and have them in same room?,1
bro called it 2k face scan looking like a nintendo 64 character,1
"one day, there will be a version of vision pro that looks like the device in The Three Body Problem series ",1
"I don t even want to speak on the phone, let alone FaceTime them. Even with that avatar. D And I know there s at least 5,5 millions who feel the same way. How do I know you ask? Well, Because I m from Finland.",1
"Waiting for Valve to manage to make Vision Pro for the masses maybe less expensive, running Linux SteamOS , without having to buy into Apple s ecosystem. br br The Vision Pro, despite being a bit of a vanity product, looks absolutely incredible. It has the same frustrating edges as other Apple products if Apple didn t lock down app distribution there d already be 3rd party YouTube apps , but it still looks incredible.",1
You re one of the few popular channels I watch. I usually can t trust someone with over 200k subscribers. You deserve to be so successful.,1
 a href This needs Thunderbolt 5. Can t believe only the useless Razer 18 has it. Need it on something portable with battery life.,1
I just bought a week ago and found out that my iPhone 15 is getting hot while using my camera br Did someone experiencing thesame?,1
When will these be available to buy?,1
"This is the dream laptop for me. Gaming specs, fully aluminium build, large trackpad, and affordable price.",1
I feel that this whole spatial computing is a way of avoiding the more nebulous term quot Mixed Reality quot for things that are halfway between Virtual and Augmented Reality.,1
"I m on the 2020 G14 with the AMD Ryzen 9 4900HS and a 2060 RTX with Max Q. I love it, and it continues to do everything I want it to, including the games that I play. I m only upgrading because my son needs a laptop he ll get the one I m currently using. I was debating between the 2023 laptop and waiting for this one. I ve decided to wait for the 2024 release. I hope it is coming really soon. I m thinking of the 4060, OLED, and 32 gig RAM.",1
I can t see the difference with 60hz and 120hz on my Zenfone 10 ,1
Would ve been great with mini LED,1
So basically you re saying that who buys this phone is an idiot ?,1
The handful of apps are really cute for the 4k price tag lmao what a joke.,1
Do you think you can get a phone for your children,1
 a href i know the people who developed the face scan in 2k are sick to their stomachs hearing that,1
"ha, joke s on you Dave! in Canada they re only offering the lowest spec G16 in white and nothing else! yaaay ",1
much cheaper and way more enjoyable to do acid instead,1
"Great video. You should do one with all the functions that pilots have to perform on their wheels while driving at high speeds, very interesting topic inside F1 for me",2
This videos intro deserves a reward,2
 a href located?,2
"Wait, you look so tiny in the back on the floor. It must be way bigger than it looks for activities n such lol",2
Just talk about what this truck has and quit saying quot we ll talk about that in a minute quot . Get to the point.,2
At what BHp does this cars have,2
Are the spanish subs made with ai?,2
"Its a crazy look for damn sure. But its not for those people. its for the functionality people. There, electric trucks still haven t done what they re supposed to do. But they re getting there. I d buy it if I had that big coin to afford it",2
 a href one of the smoothest rally corner i ve ever seen,2
Let s use the biggest wind shield on something that will be on gravel roads most of its life ,2
Thank you Marques. Great review.,2
"idk why, the hyundai and toyota car is super awesome. The car stay on the road without no problems. I like asia car. i dont like ford. a bit hard to rally.",2
"i have a HEARTATTACK when i saw this dog at a href br WHY THE FUCK go such people with their animals at a rallye?! br its wow .. i swear i have no words for this.. this break my heart because If you think you have to drag your animal to something like that, I would never take my animal to dangerous things, especially NOT at such event amp such a short distance, then at least keep him on a leash! I honestly don t have any more words for it and I m a rallye fan and have been there many times and saw animals but then I think to myself why.. why. br amp thank god to the drivers that they had react right in this situation. thank god.",2
"I would do a meme of this like your gf calls you saying she s at home alone, then you ",2
Always thought F1 was the most boring sport till the Netflix specials. Now I m atleast interested to watch when I turn to the wrong channel from time to time,2
The ugliest car or truck it s looking spece car it s not wart money,2
 a href !!! Did you guys notice the like button highlights when he says quot Like Button quot ,2
Can somebody tell me what the sponsor of the video was? I must have missed it.,2
"OMG I JUST FOUND A FLAW IN AN MQBHD VIDEO!!!!!!! THIS GOTTA BE RARE AS SH T!!At a href there s a little mistake in the diagram. In the last row of the quot engineer s competition quot side the icon s missing it s bottom right piece. Also reeeeeaaally good vid, thanks for taking the time to educate us quot quot quot peasants quot quot quot .",2
" a href yes, accelerate to full speed in order to retrieve items from the dashboard, and then immediately slam on the brakes to rearrange your entire existence",2
Honestly the angles aren t bad but the fitment and other issues don t look great for CT,2
How much does he charge for sponsors in these videos,2
"Love your channel, but cut it down on the sponsor it s way too much! ",2
Oh boy I luuuhhh me some F1 but that MotoGP took over my life and then GT2 Racing after that because I was sim racing Assetto Corsa Competizione so much xD,2
There is only one word that describes the Tesla truck. HIDEOUS!,2
"Whoever put that dog clip in there, thanks for ruining the whole dang video my heart is now out of my chest",2
"everyday i see one i think about it more and more, and it legit looks like what the videogame cars looked like back in the day D",2
In this video the i 20 was so perfect,2
There is so much technology that was invented for winning F1 races that later trickled down to the cars we drive.,2
Yes who better to teach someone about a sport than someone brand new to the sport with no prior knowledge of auto racing of any kind.,2
Hilarious that they had to talk to construction workers to figure out that having a bare stainless steel bed was a bad idea. Absolutely no common sense. The ivory tower folks had to consult the peasants on that one.,2
Video would of been so much better if you didnt mention bitdefender every minute,2
Invite my grandmam and my nebar grand grand father to see if I can drive as long I m just happy.,2
This is definitely not a working man s truck.,2
I m glad you are impressed with Cybertruck renting one next week in Sacramento for a week. Can t wait!,2
has anyone ever explained or figured out exactly what is so annoying about this guy?,2
Everything I have seen . It is a hunk of junk,2
Could you please review what was supposed to be reviewed?,2
The amount of time marques said Bitdefender!! ,2
"Being an F1 specter for about 30 years now, staying up late and waking up early on Sundays to see the spectacular Airton Senna, I can safely say that you nailed a very light, yet deep enough explanation for someone that doesn t know F1 to get a good glimps of it. As always another great video.",2
I m obsessed with F1 now. It s been a week ,2
Compare this to unlimited airplane racing like we had at the Reno Air Races,2
Is this just me but who is going to purchase this truck. It has no style and looks like a rigid box. I guess I m not getting its allure.,2
I wonder how long it ll take for someone to crash because they turn the wheel too much and end up in a parked car,2
"That Bitdefender ad placement was so seamless, nice.",2
The drive to survive series on Netflix is really good. I have a atmos home theather setup and the audio is amazing.,2
Horrible design and bad construction ,2
Its just if the car and you can still drive just continue,2
 a href Dog Got ultra instinct,2
I think the price is still reasonable as this is bulletproof and it is basically a tank that has above 800 horsepower and does 1 60 in less than 3 seconds. The competition does not offer such features at all.,2
 a href where it is,2
that is the fugliest vehicle i ve ever seen,2
I actually like that it doesn t have any Tesla logos or symbols. Looks better imo.,2
WHICH PHONE WERE YOU USING AT THE LV GP. Looks great.,2
They should just have another wiper that juts out at the apex and then folds back in with momemtum gravity on the way back down to get better coverage.,2
"This truck looks like it was designed by Grade 11 pupil using his schools geometry 30 45 triangles set.. can my bra from ZA come back to earth, die ding is vokken lelik, sorrie bra",2
Those camera man recording side by like they have Respawn points for their lives quot quot ,2
WHY DO THEY MAKE IT LOOK SO EASY,2
"if you sell the cyber truck om, tesla take 50k of the selling price",2
You acted like that s the first time you ever touched the tire,2
this constant add thing with bitdefender for the whole duration of the video is pretty annoying ngl,2
Even their earlier f1 cars are still beautiful,2
"This video just showcase how good a Marquez is. In the realm of a new subject for this channel as well as for yourself, he managed to balance being informative for an educational content and being entertaining and professional. Thank you for being the earth s best tech reporter!",2
 a href when did the like button start lighting up when it s mentioned in a vid? O.O,2
"Who cares about saving the lives of woke, elitist Formula One drivers!",2
Las Vegas is not a F1 race. Its a circus. A lot of new quot tracks quot are destroying F1 .,2
"Kinda an Enigma, Where are the Door Handles, and, Why do you need Autopilot when you are a Human ",2
This was one of the best videos i have seen on YouTube.,2
how many times do you have to mention bitdefender to get your sponsor money because i lost count.,2
He has expanded his brand beyond his knowledge set. His coverage of the F1 race in Vegas was just bad.,2
"As a non WRC watcher, this is totally impressive",2
Rally is where speed and drifting meets in the common ground unlike other motorsports br And that is why its so unique,2
"This truck looks straight outta Star Wars lol br br I would be interested in test driving one, but it s just so jarring! The price tags are just way too high for me personally but what truck isn t these days? . br br I d like to see someone make a documentary about owning one for a year and how they do day to day stuff with it.",2
"FIA pissed me out when they started banning every new innovation , like the one done by Mercedes on the steering",2
most dangerous motor sport on the planet..rally driving and the best drivers too and mechanics,2
That Hyundai i30 is fucking mad br And the driver is out of his mind br Incredible to watch,2
Paying 100k and the tailgate is manual what a wild time.,2
We need to go back to classic muscle Cars. I really hate this future junk,2
Ever since the first day I fell in love with the design of the Cybertruck. But I won t ever be able to afford this car. ,2
What a nice chap you are Margues,2
The MKBHD car rilvery in the video looks way great to some of the rilveries in 2024.,2
"the thing looks ugly as hell, but to be fair, most vehicles nowadays are, at least it s something new",2
who goes P1 and P2 in the qualifying race?,2
modern Mad Max road warrior on wheels,2
"My man just made a 19 minute ad for Bitdefender, but somehow managed to make it another banger video. Truman Show D",2
respect to all the rally drivers!,2
Damn toy cars have some mean suspensions ,2
How i think i look like when try to drift using shopping cart,2
"The legend says in order to own one, you need to pass the TTOT The Tesla Ownership Test which includes br 1. Sit down to pee br 2. Your girlfriend must open the door for you br 3. You must shave your legs and your a br 4. You must get your nails done in a pink color br 5. Special discount if you can use the phrase Oh my gosh guys with a high pitched voice.",2
The cars all have 4 wheels. Much like BitDefender,2
It s difficult to describe how much I loathe this vehicle,2
 a href That s pretty average.,2
Just got a job at Red Bull which is a good reason to start following it ,2
"I ve just gotten really into F1 after watching Drive to Survive on Netflix. Great video, and I hope we hear more from you about F1!",2
The drivers tho it s like having to choose between Neymar Lewis Hamilton and Joffrey Verstappen . Not great,2
I love it br can I use your video for a song?,2
"After watching idiots in cars compilation, I ve concluded that some drivers are on a mission to redefine the meaning of traffic rules. ",2
Great job videos like this make my day br London,2
 a href Not that impressive.,2
Just ran into Marques driving the Cyber truck in NYC. Don t forget I m looking forward to your hybrid midsize SUV review.,2
I like the design.. look like stealth fighter jet.. cool.,2
can I use one or two scenes in a video?,2
Great video! Could you do the same for Formula E on your other channel ?,2
NOTHING SPECIAL .. br HUMVEE MORE BETTER br WRC MORE BETTER br BYD THE BEST,2
Flip up back seats gt gt great for large wet dogs!,2
Im not very familiar with cars but love watching Rally. Whats the sound of the air decompressing when they shift down? It aounds really awesome haha,2
And then verstappen is 8 seconds ,2
"Nah the people in the first car, are they okay?",2
After playing Ralli Sport Challege 2 in XBOX way back 2005 i really like this sport,2
"Looks like Peter Stephens wedges from the 70s , and must of got the stainless idea from Delorean , also a PS design",2
Pls is this a cybertruck or cyber beast,2
Watch v12 v10 engine eras br Sound that will make you fall in love,2
"If you run for president right now, I think you would win, even without a nomination.",2
Idk how they put all these trail cams up on my way to work and my Corolla is not really THAT loud is it?,2
"Interesting design, but not one I would like. It reminds my of a 80 s B movie car for the future. br br I can only imagine the cost of repair and how long will the car last. Parts used and longevity time will tell. br br I still have a 2006 hyundai coupe on same trans, clutch, starter. Thing a champ built to last. Just general maintenance and services.",2
"Possibly the ugliest truck ever, as an electrical contractor, I find truks totally impractical anyhow. I drive a Ford Transit custom amp the EV version just ain t upto the job. I just can t see how we have the infrastructure for electic vehicles here in the UK. As an industry here in the UK we ve been driven to cutting electrical consumption over the past 10 15 years, been told that if we didn t do something about it the national grid at peak times, wouldn t be able to cope amp here we are plugging in 40amp EV cars, makes no sense.",2
"I would recommend to the WEC. Those cars are technically more advanced and require more skill since some of them literary test endurance such as the famous 24 hours of le mans, and you have different classes like lmp and hypercars.",2
"Ilon Musk is the greatest salesman in history! He manages to sell people the most useless, expensive and poorly made things! Nobody had this much talent. EVER!",2
It looks like a prop from a 1980 s scifi movie.,2
"wow it s so exciting to race a very amazing car man, I really like it",2
"mano, esses carros tem mais de 600cv f cil f cil a href UCkszU2WH9gy1mb0dV 11UJg LsMfY8P6G yckNAPjoWA8AI a a href UCkszU2WH9gy1mb0dV 11UJg LsMfY8P6G yckNAPjoWA8AI a ",2
"What slows down the cars behind is the hot and dirty air that s coming from the car in front that gets in the bottom of the car that s behind and makes its downforce way worse, because the air has heat and the hot air expands. Making the car that s behind slower and unable to overtake, that s why DRS Drag Reduction System exists. And drivers can enable it only when they are less than one second from the car in front and in specific DRS zones. You should correct that.",2
"welp, with those exterior corners and thinking about the EU ECE R26 regulation.... this vehicle will probably not be available in many countrys",2
These drivers have real skills.,2
I wonder how many spectators get injured in such events,2
"the most overengineered thing Ive ever seen! its cool as hell, but I would be terrified to buy one of these. Theres so many individual parts that can break, and I assume the parts and labor are ungodly expensive. Also I never like buying version 1.0 of anything, I let others do the beta testing first.",2
Didnt Tango n CasH have this truck already???,2
not the duuuug a href ,2
Not Watching since the Engine change. V8 for ever!!,2
I didn t really watch much rally before but started playing dirt rally 2.0. Good to know that they also slide and roll all over the place. Of course the tracks in the game are limited and I restart the same one over and over again. Also I still use the slower cars.,2
formula 1 is a pretty good phone. but too expensive for me,2
"Very interesting video, I might start watching F1 now! Sounds very interesting",2
"Good evening boss,what s the best TV to buy at the moment 65inches",2
The mkbhd car looks better than most,2
Its so ugly like why would you buy this????,2
"Waw, like no one knows what formula 1 is, go find something better to do, and maybe do something useful for the world for a change",2
Whenever you see a shell car you know your about to see something magical,2
It looks like an overpriced garbage truck. That truck is useless.,2
"100 hate software controls. Get why Tesla is doing this cheaper, amp totally taking the driver out of the picture with quot self driving quot , but there is NOTHING better than beautifully designed REAL buttons and knobs that control everything important amp easy to grab adjust when driving. Have a Tesla S and Y in the family and the UI is horrifyingly dangerous when actually driving...way too many things require taking your eyes OFF the road to navigate nested counter intuitive menus. My dad wrecked his Tesla S looking down and to the right while trying to adjust the defroster when the front windshield suddenly fogged up!!!! Not even going to mention how ridiculous not having the main screen in front of the steering wheel is. Audi s etron UI and ergonomics CRUSH Teslas...which is a crying shame b c the Tesla is a better all electric car.",2
Also not the guy who as all the titles is necessarily the best ever.,2
How to stop this SPONCERED nuisance?,2
You forgot about the pit stop championship,2
That Hyundai driver really whipping it,2
One of the worst videos of MKBHD felt like he was more of forced and promotion oriented video gt gt gt could easily feel it lacked interest and passion in it,2
